label,text
1,Sellainen ei mulle oikeen mahdu päähän.
1,Jos et ole sitten tavallista tyhmempi?
0,TYHMÄÄ...
1,muka pitäisi?
2,"näin ensimmäisen indyn varmaan juuri ja juuri kouluikäisenä videolta, ja näin painajaisia pitkään siitä kohtauksesta missä arkku imee tyypit sisäänsä :)"
1,Onko tämä oikea vai trolli?
1,Hän on opiskellut etnologiaa ja kulttuuriantropologiaa ja kirjoittanut useita huomiota saaneita kirjoja intiaaneista.
1,"omatunto(jota on myös vastustamassa perkeleen omatunto, aivan kuten tervettä ja todellista järkeä on tuo sairas järki) Sillä tuon järjen kuunteleminen auttaa vastustamaan sydämen ja perkeleen houkutuksia, tulkitsemaan sanaa jne!"
1,Enemy territory on hyvä ja ilmainen
1,Siirryttävä kouvolan konekeskuksen asiakkaaksi Rihu osaa varaosat myydä oikein.
1,"Koneen mukana tulee mainio iChat, mutta se käyttää AOLn yhteyskäytäntöä, joka on Euroopassa vähemmän suosittu… Lisäksi PDF on koneen 'äidinkieli': kaikki tulostavat ohjelmat, myös tallentavat tarvittaessa PDF-muotoon ja Esikatselija osaa näyttää ne."
1,Yksi keino tuon työhönpakottamisen toteennäyttämiseksi on varustautua aina jollain ääntä tallentavalla laitteella esim. mp3-soitin ja aika usein kännykässäkin on tallenusmahdollisuus.
1,Hallitus järjesti World trade Centerin....
1,"Allergia ruoka-aineelle tai jollekkin kemikaalille, mitä laitat ihoosi?"
0,"Kaikkialla puhutaan vähemmistöjen ihmisarvosta, mutta valtaväestön ihmisarvolla ei ole mitään väliä."
1,"It is no measure of health, to be well-adjusted to profoudly sick society."
1,"no kuitenkin, katso www.sakky.fi ja valitse sosiaali-ja terveysala"
1,Olen suunnittelemassa avioliittoa turkkilaisen miehen kanssa.
1,Valittanut tän ylläpidon palstoilla sen sijaan kyllä - missä ovat vakuuttaneet lukevansa kaikki viestit.
1,Kertoo sanoituksessaa kuinka he yhdessä loivat uutta kasvua jne.
1,* Taloon ostetaan nykyisin aina reissumiestä kun mies on vaihtanut aamuleipänsä mahdollisimman vaaleasta hötöstä rukiihen.
1,Joka on nähnyt Pojan on nähnyt Isän.
1,Kuinka innostunut olet avaamaan lahjapaketin jos tasan tarkkaan tiedät mitä siellä sisällä on?
0,Kyllä ne yhdet munat korvaa.
2,LOISTAVA
2,kanaria parempi meille!mutta makuasioista ei kannata kiistellä...
1,Siinä on punajuurta ja porkkanaa sekä lanttua ja sieniä.
1,"Sinun hyvä henkesi johdattakoon minua tasaista tietä"""
1,Citymarketin luontaistuotehyllystä.
1,"Virsi 168:2,3"
1,Pitäisi kuitenkin ottaa huomioon myös ne mittakaavat.
1,Mistä päin oot?
1,hei naiset Oletteko kertaakaan leikkinyt esileikkejä ruualla.
1,"Koskaan ei muistaakseni ole mennyt 5,3 litran päälle."
1,Älkää yleistäkö!
1,"Kun kielesi liikkuu peräpuolella ja ajatuksesi myös siellä , niin voisit siivota ainakin ajatuksesi niin kielikin paranisi."
1,"Hirveän mairitteleva juttu tietysti, olisimme pääesiintyjiä tällä Universumi- näyttämöllä!"
1,ei
1,Elikkäs Vegeliigaa: FC KooTeePee- FF Jaro VPS- MyPa FC Inter- TamU FC Haka- IFK Mariehamn KuPS- FC Honka
1,Mulla se Wolf ei toiminu.
1,"Jos et ole Donald Trumph tai nainen ihan tyhmä, niin ei sinulla ole mitään toivoa saada nuorempaa naista."
1,"Peilit heijastavat valon takaisin jakajaan, jossa säteet yhdistyvät jälleen."
1,"Valitukset sellaisessa tilanteessa, jossa kieltäytyy työkkärin osoittamasta koulutuksesta sillä perusteella, ettei ole vapaaehtoisesti hakenut, eivät mene koskaan kumoon valitusasteissa."
1,Tämän ihastukseni suhde meni mönkään ja yhtäkkiä hän olikin taas kiinnostunut minusta muutenkin kuin pelkkänä kaverina.
1,Olen muuttanut suomeen teininä.
1,J Manipulative Physiol Ther.
1,My Goddess...
1,"Esittämälläni keinolla, jossa muutetaan vain yksinkertaisesti nykyistä työttömyysturvalakia sellaiseksi, että kaikilla on automaattisesti soviteltu päiväraha, nykyiset ongelmat poistuvat."
1,"Idealismi ja ryhmähenki voivat olla edelleen tallella, samoin halu muuttaa maailmaa, mutta nyt ne väistyvät jo osittain muiden motiivien tieltä."
1,antikristillinen usko ja mitä taas kristillinen.
1,Tunnustelin sitä ja se tuntui inhottavalta.
1,"Olin itse keskellä risteystä kun kolari tapahtui.Ja mitä tyydytystä luulet saavas, jos saat tämän ""mulkeron"" nimen selville?"
1,Ajoittaista hengenahdistusta.
1,verrattuna lomautettavaan.
0,"Enkä kyllä ihmettele yhtään, jos luokkassa on kaltaisiasi tyhjäntoimittajia."
1,"Keksi nimet: No taas: Iida, Luukas, Patrik ym."
1,kunnes taas toistuu samat kuviot seuraavana lauantaina nyyh säälin sinua
0,"Älä jää yksin murehtii, se ei auta!"
1,"Toki kaupan voisi yrittää tulkita suulliseksi kaupaksi, jossa on vain toisen ostajan osalta on tehty kirjallinen muoto, mutta tällainen tulkinta on kovin väkinäinen eikä vastanne niitä tarkoituksia, joita kaupassa on ollut."
1,"Samoin kuin Kristuksen kärsimykset runsaina tulevat meidän osaksemme, samoin tulee meidän osaksemme myöskin lohdutus runsaana Kristuksen kautta."
1,"Minulla on hallussa tai ainakin oletan näin tuon tilanteen sujuvuuden merkityksen, kun niillä olen elämääni johdatellut että muiden kujilla astellut - opiksi kuin kertaamaankin."
2,Minä olen nätti pieni ruskeasilmäinen blondi.
1,Silloinen kaupunginjohtajahan asui Ihalassa.
1,mikä saisi kynnet kasvamaan nopeammin ja vahvemmiksi?
1,Onko kenelläkään vastaavia kokemuksia Tradolan Retardista?
1,' Hei !
1,osa meistä 'vanhemmista' on jo eksynyt...
1,Skeeter Davis- End of The World
1,"Jeesus heitti rahanvaihtajat ulos temppelistä, ei liittynyt bisnekseen ja sponssannut opetuslapsiaan mukaan."
1,Sitten voi käydä niin huonosti potilaan kannalta että kylvetään lisää lääkkeitä lääkkeestä tulleisiin haittoihin mikä voi vaan pahentaa potilaan oloa.
1,"Jos tarve on todellinen ja raha on ongelma, niin tehdään edullisesti."
1,Miksi Maksaa ??
1,"Haluaisin vaan sanoa, että itse vihaan oravia."
1,ei mulla ole kuin tää oma sinkun poikamies yksiö.
1,miksi ei
1,"Kun minimi olovelvoite talossa oli täyttynyt, oli Andy tienannut huikeat 3,000€ ja rapiat per päivä."
1,"heilu keinuni karu,"
1,"Turkille käy pianaikaa huonosti kunhan kurdit, nuo maailman sisukkaimpiin kuuluvat taistelijat pistävät hulinaksi."
1,"PerSupuolueen petoksesta siis lähdimme kaduille, aktivoiduimme, kuitenkin moraalisina ja lainkuuliaisina kansalaisina (lailla tarkoitamme luonnollista ja tunnustettua Suomen lakia, ei tätä uutta, eurokommunistista, laitonta viranomaisrikollisuutta)."
1,Mikä sitten on pahinta mitä voi tapahtua?
1,"Pikkulapsilla ei saisi olla nukkeja, eikä leikki eläimiä, keinuhevosesta nyt puhumattakkaan."
1,Olivia Julianna Vanessa Edit Adalmiina Odessa Kia Isabella Arlene Juuli Maria Aada Henni Gabriella Fiia Ella Janika Sofia Jasmin Lenita
1,040 0833264 lääkäri zakhariad
1,"Uskottelen vuokralaiselle että olen reilu jätkä , ja näenäisesti olenkin , mutta nauran myöhemmin paskaisesti päälle, pari vuotta ja vuokralainen on maksanut sijoitusasuntoni loppuun :D"
1,En ole koiravihaaja itsellänikin on koiria ja kas kummaa eipä ole tullut mieleenikään viedä koiria yleisille uimarannoille!!!
1,"Tiedätkö, että jo nuo kokemukset lannistavat lihan tahdon ja siksi nuo kokemukset kokenut kykenee naulaamaan lihantahdon ristille KUOLEMAAN."
0,"Miten he elävät, kun koko eläke menee vuokraan ja muihin yhteiskunnan pakollisiin kuluihin."
1,Välillä minua vihloo kauheasti alavatsasta onko se ihan normaalia?
1,joukkokuolema?
2,Kiitos!
1,"Täällä on hyvin vähän vastustajia jotka osaisivat asiallisesti keskustella abortista, muistan nimimerkin ""salmon"" hän oli mielestäni ainoa asiallinen vastustaja ja saikin heti nimittelyä ettei ollutkaan aito abortin vastustaja kun ei alentunut antamaan ""murhan"" tekijöille mitä he ovat ansainneet."
0,yritin puhua järkeä mutta ei..
1,...hyvästä ja ajatuksia herättävästä aloituksesta.
1,"Ja jos mitään nuppiongelmaa ei olekaan, siellähän sen kuulee."
1,"moensti tullu opeteltua, ja jotenki aina kun lopulta siihen tottuu ja elämä on ihanaa yksinkin niin johan huomaa että taas on sutinaa ilmassa."
1,Mutta lakia täytys noudattaa!
1,Elämässä on muutakin kuin ulkonäkö!!
1,En varmaankaan ole ainoa joka tulkitsee asioita samalla tavalla.
1,Ja hävittää suurella vaivalla kokoamasi eläkerahastot jotka liitävät pois kuin kesäpilvi.
1,Mistä se sitten löytyy?
1,"... koskaan varattu rahamäärää, jolla kuitataan vanhoja velkoja kaupungille?"
0,"minulla ei ole koska olen jonkun mielestä ""laiha-lehmä"" =/"
2,Tsemppiä!
1,Tojotan ongelmista
1,http://www.mtv.fi/uu/REDACTED/omio/4546546
1,"Mulle neuvolassa sanottii, et joskus voi käydä nii et oireet voi vaa ykskaks loppuu..."
1,Pitää siis olla taitava ja nopee ampuja jos käyttää näitä mun ohjeita.
2,Olet tottunut saamaan helpolla ;D
1,Siksi toivoisin minäkin keskustelua siitä mikä on niin iso asia parisuhteessa että sitä ei voida puhumalla ratkaista vaan lähdetään hakeen sivusuhdetta.
1,..jos ei osaa.
1,"Kyllä mä ymmärrän sua, kuitenkin."
0,Ei kun APINOIJAT käräjille Löysät pois23.1.2011 11:22
1,Mutta kylmä päätelmäsi on väärä.
1,Miksi siellä sitten ei ole 5000000000000000 ääntä?
1,"Esimerkiksi vuonna 2000 2.4 ja 3.3 litran moottorien tehot olivat 150 hp ja 158 hp (tehossa eroa vain 5%, väännössä 20%)."
1,Ikäänkuin ihminen viisastuu...
1,"Älypuhelimemme kun kytkeytyvät usein automaattisesti verkon WiFi-yhteyspisteisiin, vaikka Hotspotin takana olevia organisaatioita tai toimijoita ei ole tunnistettu, eikä niistä välttämättä tiedetä juuri mitään."""
1,Joten yksi ateria on 575 kcal JA 27g proteiinia.
1,Uuvet on päässeet tält mantereelt loppumaa.
1,"Tällöin keltuainen on just hyvä, eli ei enää valu mihinkään, mutta ei ole mennyt vielä sahajauhoksi."
1,"En tosin tiedä, onko esim. Vistassa enää tuota."
0,Valitettavasti tällä sektorilla se ei ikinä onnistu.
1,kenelläkään ei ole oikeutta arvostella sinua jos et siitä pidä.
1,Liekkö kyse asiasta kun rystysillä painaa niin jää lommoja?
1,Sompiohan on sellainen lehti että kannet tulee maanantaina ja sisäsivut torstaina.
1,sosialismi = yhteisöllisyyttä ja ihmisestä välittämistä
1,Laita kuva niin arvioidaan
1,Berlin fought against the main global forces and lost that war.
1,Odotahan nyt vain ihan rauhassa niin tämän kuun lopussa voit sitten kateellisena lukea arvosteluista kaikesta siitä loistosta josta te rahanne roskaan haaskanneet pleikkaritoopet jäätte kokonaan paitsi :)
1,Nortonista
1,2 vuoden opintomäärät ja sitten vaihtaneet AMK:uun jotta saisivat valmiiksi jonkun tutkinnon.
0,"Koska aina päätös oli 0 tukea vaikka olin valittanut päätöksesta melkein 40 kertaa, niin oli pakko ottaa alainoja!!!!"
1,"No, kyllähän sen sitten tuntee.Samoin penkinlämmittimen puute harmittaa joskus."
1,Ei kuitenkaan meikäläisiä.
1,Päinvastoin.
1,"Autoni on täysin romuttunut, mutta tämä viinipullo ei mennyt rikki!"
1,Soskussa käyn kerran kuussa ja oma käsitteliiä samoin täyttää hakemuksen kuka nuita ossoonite tätelä.
0,Kaiken maailman fobioita ja harhoja sitä pieni ihminen kykeneekin kehittämään itseensä.
1,Ei siinä ajassa montaa kiloa lihasta hankita.
0,"En kyllä ole nähnyt vähään aikaan noin laiskaa ämmää, kun tuo Tiina on."
1,"Kärsin elektrolyyttihäiriöistä, rytmihäiriöistä, ruokatorvi kroonisesti tulehtunut, virtsankarkailusta, masennuksesta, munuaisissakin jotain häikkää..."
1,Jos kukaan voi auttaa?
1,Lostista haluaisin olla ehdottomasti Kate.
1,Eikö muka näin ole?
1,"Sittemmin hän seurusteli vielä jonkun kanssa, mutta sitä ei kauaa kestänyt."
1,Neuvo känttyä rautalangan kanssa jooko??
1,"Olen ajanut vm. -96 mallin S40 (1.8) volvolla jo 100tkm, kaikkiaan mittarissa 218tkm.Vikoja on ollut seuraavasti:Etutukivarret(=alapallonivelet),katalysaattori!!!!,etuiskarit (taakse pitäis myös),takavalon parkkivalot,kojetaulusta muutama polttimo.Silloin tälllöin ABS-varoitus(kuittaantuu auton uudelleen käynn)."
1,On se niin liikuttavaa...
1,"Kaupungilla ei ole varaa edes kunnostaa olemassa olevia konserttisaleja,ei ole rahaa suntin kunnostamiseen,ei ole varaa kiertoliittymän rakentamiseen eteläväylälle,niin tämä valtuutettu herra Göös vain hehkuttelee musiikkitalosta ,yksinkertainen ja tyypillinen rahvas koko äijä."
1,"Osa painaa hommia kokoajan pelko perseessä, että itse on seuraava, jolle lyödään verokirja kouraan.Pitkässä juoksussa tämä ei voi olla näkymättä työn tehokkuudessa ja sairaslomissa."
1,korjaa ite jos muka on...
1,Mitään kirjallista tai suullista muistutusta ei ollut tullut.
2,Kiitos vielä ehdin muuttaa tiettyyn hotelliin..
1,Tapasin netin kautta miehen.
1,Sorry kiireessä tuli yksi n liikaa...
1,"Niin no, en ole pahemmin miettinyt tuota avioelämää ""tuheron"" kanssa...voi miten vaikeeta sanoa sulle tuohon mitään."
1,Vai hoidat omat rahasi hohoo..
1,"tiedollaan, vaan kerskuu Jumalan antamalla tiedolla ja viisaudella."
1,Pulu on oikein katkera
1,Ainakin Ubuntussa on mukana XMMS-player joka soittaa mp3:set ilman kodeekkien asennusta.
1,Raamatussa puhutaan viisaista ja tyhmistä neitsyeistä.
2,Hyvää jatkoa sinulle ja luulenpa että olet tehnyt hienon ja rohkean ratkaisun =).
1,"Ei mitään ongelmia, ellei lasketa ajoittaista pientä yskää, joka menee virkayskän piikkiin."
1,Olin pudota tuoliltani tätä lukiessani...sama kuin olisi isät&amp;äidit palstaa selannut...ai joo...mut sehän tää onkin!;)
1,"mutta minkä voin sille että lukemattomien joukosta vain sinä, sinä p i r s t o i t k a m a r a n a l t a n i ?"
1,Ja nyt sitten ihmetellään että miksei hesari kirjoita kunnolla...
1,"Liian nuorekas, siis teinityttömäinen pukeutuminen naisella yli 50 näyttää naurettavalta, napapaitoineen ja puoleenvakoon ylettyvine farkkuineen."
1,Etkö saanut jouluna tarpeeksi piparia?
1,"En ole rikollinen, eikä miehenikään, joten meillä ei ole mitään tekemistä rikostilastojen kanssa."
1,Osta Dacia
1,Lisäksi hän käytti Christinan nimeä myydäkseen itseään.
1,"No, jos Babolonin huora on liian huono, ja ei Karitsalle morsiamia, niin EI kai se ..."
1,"Minustakin isä on todella tärkeä, mutta vain silloin kun isä käyttäytyy kuin isä, hoitaa aksvatustyötään isän lailla (biologinen suhde tai ei)."
1,Jotkut pitävät lihavuuden rajana 30 ylittävää painoindeksiä.
1,"Lämpöä piisaa riittävästi, käynnistyy erittäin hyvin ym."
1,ainaki yritän....
1,ei ole olemassa jotain keskimääräistä kilometrirajaa jarrujen kulumiselle.
1,"I looked again, and saw that they were united at the top in one tree."
1,Itse en enää koske tikullakaan värilaaseriin.
0,TOIVOTTAVASTI RUNKKU-HENA ÄÄNESTETÄÄN POIS SIELTÄ EKANA!!!!!!!
2,Ainakin yksi K-alkuinen sopisi vallan mainiosti kuvaukseen :)
1,"Tämä liittyi ap:n tapauksessa siihen, että kun hänen miehensä on lapsivaihtoehtoakin tarjonnut, niin sehän onnistuu kyllä ilman sormustelua, enkä muista ap:n sanoneen olevansa näitä periaatedaameja."
1,"Kysyn tässä ihan vaan neuvoa En tarvitse tietokoneen käytössä apua, vaan ihan oikeasti konkreettisia ostopaikkoja, joista saan ostettua suoraan Suomeen ja huomattavasti edullisemmin."
1,"voinhan toki vanhentaa miessimin ekana sillä synttärikakulla, mutta vähän silti harmittaa."
1,Vaihdettiin siihen öljyt ja sanoin että miljoonan kohdalla vaihdetaan sitten suodatinkin.
0,Ota vaan hönöpersu lisää koekenkorvaa!
1,Ja ei enää yhtään elintasopakolaista nautiskelemaan kustannuksellamme maahamme.
0,PÄÄMINISTERILLE JÄÄ PIENI MAHDOLLISUUS NOSTAA OMAA KANNATUSTA.AINOA OIKEA RATKAISU ON.että M.VANHANEN JÄTTÄÄ HALLITUKSEN EROILMOITUS PRESIDENTILLE TARJA HALOSELLE.... väliaikainenhallitus on virkamieshallitus....
1,"Ajattelin aluksi, että leffa olisi jokin tirkistelyjuttu, mutta ei se sitä ollut ollenkaan."
0,Miten helvetissä saan järkeä ja nopeesti päähäni!
2,Hän näki vihdoin rakkaan Isabellansa.
1,"Kerro nuorille mistä ja miksi ""rippi"" oikein keksitty kun sitä ei ole raamatussakaan ja miksi sitä käytetään."
1,"Vaan minä kirjoitin teille, että jos joku, jota kutsutaan veljeksi, on huorintekijä tai ahne tai epäjumalanpalvelija tai pilkkaaja tai juomari tai anastaja, te ette seurustelisi ettekä söisikään semmoisen kanssa."
1,"Mielestäni ihmisen elämä on aivan liian lyhyt töihin tuhlattavaksi, on osattava nauttia hieman pienemmistä asioista ja elää vähän vaatimattomasti niin näillä työkkärin rahoillakin kyllä loistavasti pärjää .)"
1,"Saavat olla koko viikon sisätiloissa ja makoilla, mikäs sen komeempaa, ja panoksena 99%:a."
1,kun esim perinteiset ss tekemät usa koneet on hiton kalliita.
1,Ja vaikea kuvitella etteikö karvaranne tulisi ajamaan myös halvemmalla sillä wanhalla rellulla?
1,Voin nimittäin pientä palvelua vastaan hoitaa maksusi.
1,Vihreä L&amp;M...29 euroa...
1,Ei sinulla ole mitään syytäkään tuntea syyllisyyttä.
1,19:27 239 lukua (-77) helel 19:20
1,housuihin kun näkevät sinun viehkot sivut
1,tykkään poiketa välillä poikaporukalla iltaa istumassa ja oma emäntä istuu kotona...
1,"- Ei todellinen apu voi perustua yksityisiin asuntoihin, mutta ihmiset ovat vapaita tekemään omilla kodeillaan mitä haluavat ja auttamaan, jos haluavat."
1,Ne kädet kiinnittivät erityisesti huomiota siinä lopussa...
1,"Mutta mitä enemmän Keskustapuolueen skandaaleita tulee julkisuuteen, sitä hiljaisemmaksi näyttää tämä kanava muuttuvan."
1,"kun separaatti tekee jotakin mistä hän tietää olevansa edes nimeksi oikeassa , Minä en tunne teitä , Minä tunnen kyllä HEIKIN ja pidän häntä vieläkin kristitynä , vakaana niinkuin hän on aina ollut .. ."
1,"The place is not bad to have a beer and relax a little bit but avoid eating there."""
2,Onko kenelläkään mitään reseptiä pikkunälkään? :)
1,On. ~~~~~~~~~~~~~~~~~~~~
1,"Hän kyllä toivoo kovasti, että voisimme nähdä."
1,"Kyllä minä pidän koirista ja muistakin eläimistä, enemmän kuin useimmista ihmisistä."
1,USA iski Irakiin tuhoisin seurauksin
2,Tulen takaisin entistä vahvempana.Kaikille elämän iloa!
0,Teitä netti fennoja nyt vain ihan sikana harmittaa kun ette pärjää yhtä hyvin yhdellä kielellä kuin me jotka osaamme molempia mutta se on teistä itsestänne kiinni ei meistä.
1,Voi olla monia syitä tuohon luokkaan III.
2,"Ja niin, tervetuloa."
2,Kiitos paljon vastauksesta!
1,"Ehdotan, että VIIVYT rukouksessa ja kyselet itsenäisesti, mitä Jumala sanoo esim."
1,terapeutille menoa oon harkinnu ja koittanu saaha mut vie aikaa näköjään..
1,(KAIKKI ISÄNI HOTELLIT) Pääministeri Matti Vanhanen astui torstaina julkisuuteen kovasti kohua herättäneessä nk.
1,"(Paitsi tietysti jos kyseessä oli jokin terminaaliohjelma X:ssä, jolloin kopionnissa ei pitäisi olla mitään ongelmia.)"
1,"Toisenkin paluun ajankohta perustuu valheellisuuteen, kolmatta kaivataan jo kovasti, ilmeisesti siitä on jo hahmotelmia piirustuslaudalla."
2,Niillä hurmaisit minut alta aikayksikön. :)
1,Jos miehesi ei tähänkään asti ole käytöstään muuttanut niin muuttaako hän sitä tulevaisuudessakaan..?
1,Täytyykin käydä kipaisemassa lehti.
1,5. Ei.
1,Ei liene yllätys että minä olen turusta.
1,Syystäkin.
1,"Eräs sotahistoriallisia kirjoja paljonkin lukenut evp-upseeri silmäili kerran luonani tätä Porvalin kirjaa, heitti sen käsistään ja tuumi: ""Enpä viitsi lukea enempää, kun näkyy olevan niin paljon asiavirheitä!"""
0,"mäkin petin kerran ystäväni ja nyt mä jopa valehtelen heille.kuin näyttelisi jotain helvetin romaania koko ajan ja pahinta etten osaa kuin valehdella elämästäni,jotta muut luulisivat että olisin joku neiti äydellinen,..huolestuttavaa ja painaa mieltäni koko ajan,..."
1,sit oon antanu kaikille mut kukkaa ei oo halunnu naimisiin.
1,MicroSoft: using yesterday's technology tomorrow.
1,Ei tietenkään sovi.
1,Yhdessä kammottavan huoltohinnoittelun kanssa tuo piittaamattomuus vei kyseisen liikkeen boikottilistalleni tod.näk.
1,kolmoissokkotestit).
1,"Tukka pitää olla tälleen, hampaat silleen, kynnet tolleen, tissit näin, ja nyt vielä pimppikin tommonen."
1,"1,50€ Olihan se elämänmakuinen aloitus."
1,Lou hinta.
0,Köyhän kansanosamme eteen on tehtävä työtä - vasemmistopuolueet ovat Suomen köyhälistön katkerasti pettäneet!
1,Moi!
1,"Noo, oletko?"
1,Taitaa löytyä mätää muualtakin kuin Tanskanmaalta.
1,Mut annan kaikkien kukkien kukkia rauhassa ja kuljen omia polkujani.Adios.
1,Meillä kaikilla on omia käsityksiämme näistä asioista.
1,Sinä tiedät nainen
1,Saat päivällä kadotetut kalorit takaisin.
1,z.o 18.7.2011 03:14 0 Sulje en tajuu!
1,kerran kirkossa (siellä oli aika paljon ihmisiä silloin) juttelin rippi-isän kanssa ENKÄ silloin pyytänyt siunausta..
1,paitsi jos tietää jo etukäteen että koko ajan hakkaa päätä seinään niin silloin ei kannata....
1,Mitä kummallista tässä on?
1,"ai miten ""herkästi""???!! nooh.."
1,?
1,HUOM!!!!
1,Jos yhtiöstä tehdään puoilueettoman toimitusjohtajansa näköinen vapun jälkeen
1,"Ei kuulosta kovin kovalle tehdä vain yksi toisto, mut sen takia voimannostajat onki isomahaisia lihapullia, kun tekevät vain yhdentoiston ja sitten puuskuttavat että huhuhuh kun oli kova treeni ja sitten tulee vielä treenien jälkeen nettiin itkemään läskeineen ja kuinka muut treenaa huonosti, kun eivät omaa yhtä isoo mahaa.
-1	0	0	0	2										-1	-1	16	5	comments2018b.vrt 1095439	Toisaalta Saksa oli ainoa mahdollisuus koska tuskin olisimme saaneet tänne jenkkejä tai brittejä riittävää määrää sotimaan ryssää vastaan.
-1	-1	0	-1	2										1	0	3	5	comments2010e.vrt 3306522	3. En tiedä eikä kiinnosta.
0	0	0	0	3										0	-1	18	5	threads2009b.vrt 2059968	muut virustorjunnat yms.
-1	0	0	0	2										0	-1	13	5	comments2009e.vrt 1876872	odottaa vastausta siihen aloitukseen.. vaan mitä sä oiken odotat viellä..
0	0	0	0	3										0	1	2	5	comments2017c.vrt 1472387	Norjassa on jo nyt rahastoitu valtiolle yli 800 miljardin rahastot ,mitkä tuottaa joka vuosi erittäin korkeat korot sijoitus markkinoilla.Ihmisiä siellä on vähän yli 4,5 miljoonaa,eli vaikka työttömyys olisi 100% ,ja jakaisi pelkästään kansalaispalkkaa,kaikki eläisivät eritääin hyvin.Norja on yksi esim. valtioista ,mitkä ovat jo varautuneet öljynmyynnin loppumiseen kulkuneuvotekniikan kehityttyä.
0	0	-1	0	2										0	-1	10	5	comments2018d.vrt 804712	Itse en niitä enää kaipaisi.
0	0	0	0	3										0	-1	19	5	comments2005b.vrt 3533520	Kelluvissa satuloissa levyjä on ilman uria ja urien kanssa jolloin etulevy uutena aavistuksen paksumpi.
0	0	0	0	3										0	-1	2	5	comments2009d.vrt 1485030	Lääkkeet sain jättää pois ja alkaa ajattelemaan omilla aivoilla.
0	0	0	0	3										0	-1	12	5	comments2014d.vrt 120819	http://keskustelu.suomi24.fi/debate/3409
-1	0	0	0	2										0	-1	18	5	comments2010e.vrt 1251207	miksi sitten perSSujen vahvoilla alueilla"" on niin suuret työttömyysluvut plus sossukulut?"
1,Olen jauhanut purkkaa jo kaksitoista vuotta.
1,muuta itsellesi sopivaksi.
1,Onko kokoomus suomen natsipuolue?
2,en oikeesti oo:Dnojooooooo oon mä:DDDDDDDDDDDDDDDDDDDDDDDDDXDDDDDDDDsoriiiiiiiiiiii:Dhehehehhehehh poikeesti täääl kirjottaaaa arttuiiii persseen mäki 100WEEEEEEE
1,Onnistu mikä?
1,"Entäpä lausahdus ""älä sä tuu mitään neuvoo, kun et ole tätä tautia sairastanut, helppohan se sun on sanoo että tee jotain elämälles""?"
1,Miks AMB ton Pertun nyt otti?
1,Yhdyn edelliseen!
1,Minä ainakin tarvitsen Jeesuksen antaman uhrin lunastuksen - muuten olen kuoleman oma.
1,"Lisäksi naispappeus on lopullisesti haudannut toiveet siitä, että luterilaisuus voisi palata katoliseen kirkkoon."
1,Ja sen verran sanoisin että vuoto oli erittäin niukkaa ja vähistä joten ajattelin seksin olevan ok...
1,Olin nuorempana pyöreä ja sain kuulla siitä monta kertaa vihjailevasti ystäviltä ja perheeltä.
2,Tsemppiä!
1,jatkuu...
1,"Ei ihmisellekään hyvää tee syödä HK-sinistä ja saarioisten roiskeläppiä päivästä toiseen ;), joka verrattaessa on samaa, kuin huonolaatuinen kuivamuona koiralle."
1,"Vaan onkohan jollakulla ""niksejä"" näiden pinteiden laukaisemiseen?"
1,olen ihan samaa mieltä.
1,"Svenska Dagbladetin neljä toimittajaa aloitti kokeilumielessä ruokavalion, jossa syötiin kahden päivän ajan pelkästään säilykepurkkeihin pakattua ruokaa."
1,tanskan se voittaa helposti ja venäjä hmm...
2,"Upeaa, menen siis huomenna töihin ja olen meidän työyhteisön aurinko, joka jakaa sitä hyvää fiilistä ryhmään ja kertoo kahvitauolla pari hyvää vitsiä."
1,Kuvaukset sopivat yhteen tuntemaani...
1,"Poliisi epäilee päätekijän surmanneen seuraavana syksynä erittäin julmasti saman miehen, joka oli päässyt pakenemaan tappelupaikalta juhannuksena."
1,"Nyt kun on anonyymien kilpailu, niin jo vain sieltä avomielisesti vastaillaan s-postilla ennakkotietoja, kun vain joku vähän kysäisee."
1,Tarkoin suunnittelemattomalla kuntauudistuksella päästään suunnattoman suureen velanottoon nopeasti ja tehokkaasti.
2,Hyvää jatkoa kaikille.
1,"ilmentymän johdosta hyvinkin suureksi, aineen jäädessä nano pintarakenteisiin ainoastaan suuren osan ollessa tyhjää tilaa"
1,"Olen täysi hetero, ja etsin vielä sitä oikeaa, mutta en halua ajatellakkaan seksiä näinä aikoina"
1,"3. vieroitusoireet päihteen käytön päättyessä tai vähentyessä,"
1,Maallikkoja kehoittaisin käyttämään enemmän maalaisjärkeä hoitoon hakeutumisessa:
1,Täälähän ei olisi edes autoja jos tämä olisi suljettu maa!!
1,"Arvaus onko tämä ilmiö jo autokaupassa, uusia autoja myydään mutta käytetyille autoille ei löydykkään ostajia entiseen malliin, siirtyykö ilmiö laajasti myös asuntokauppaan."
2,uimaan!
1,"Ettekö te onnettomat pääkaupungin asukit osaa itse edes etsiä ruokaa kaupoista, pahaksi on päässyt."
1,"Muiden pohjoismaiden armeijoissa tuo naurettava herroittelu poistettiin jo joskus ennen sotia, eikä Ruotsissa tietääkseni tarvitse enää puhutella esimisestä sotilasarvollakaan."
1,Ja tässä sitä ollaan porattu koko perheen voimin toista viikkoa.
0,kannatta muuten olla varovainen ketä pieksää.
1,Ja nämä ongelmat tulevat lisääntymään lähivuosina.
1,"Kaikille, keräämiseen katsomatta."
